('147.32.83.69', '50.16.241.217', '443', 'tcp')	1	71.461915	0.0	0.0	806	7261	9.00868486352	1.0	8	12	-1	-1	0	-1	1.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.154', '192.30.253.112', '443', 'tcp')	12	18.05815725	6.03512159548	0.0833333333333	62732	283120	4.51316712364	1.0	312	372	1952.63512449	3893.85234813	0	-1	1.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.34', '104.244.43.204', '443', 'tcp')	2	7.6257785	2.5609905	0.0	1573	9337	5.93579148125	1.0	14	21	-1	-1	0	-1	0.5	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.69', '52.7.251.245', '443', 'tcp')	9	6.90675588889	18.7924467406	0.111111111111	9837	14040	1.42726440988	1.0	33	36	10611.8853367	23721.7343229	2	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.154', '192.0.72.26', '443', 'tcp')	1	180.110724	0.0	0.0	855	301043	352.097076023	1.0	53	164	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.154', '192.0.78.13', '443', 'tcp')	1	184.275471	0.0	0.0	955	71798	75.1811518325	1.0	52	71	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.206', '191.237.218.239', '443', 'tcp')	9	70.9574534444	45.7930079467	0.555555555556	122796	60284	0.490928043259	1.0	92	142	85.0935604913	65.0957559508	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.69', '192.30.253.124', '443', 'tcp')	8	4276.84161438	7687.53063398	0.125	29502	28457	0.964578672632	1.0	1762	1224	29137.5674503	35932.6288668	0	-1	0.75	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.224', '151.101.1.69', '443', 'tcp')	2	1020.5887875	123.9845855	0.0	4064	180761	44.4785925197	1.0	129	201	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.37', '151.101.36.231', '443', 'tcp')	15	91.5890912	52.0041630644	0.266666666667	100649	1092962	10.8591441544	1.0	476	805	10.0370630851	21.6783569291	0	-1	0.133333333333	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.224', '17.188.166.21', '5223', 'tcp')	26	0.19981756	0.384487125989	0.04	4110	5130	1.24817518248	0.0384615384615	39	64	39.2559606036	110.413275101	25	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.209', '34.197.126.3', '443', 'tcp')	2	0.6444205	0.0615815	0.5	9671	9391	0.971047461483	1.0	14	15	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.37', '54.191.29.97', '443', 'tcp')	1	61.277115	0.0	0.0	1176	3932	3.34353741497	1.0	11	14	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.178', '54.72.169.137', '443', 'tcp')	2	0.1493855	0.0340115	0.0	1562	5404	3.45966709347	1.0	23	25	-1	-1	0	-1	0.5	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.178', '52.58.76.42', '443', 'tcp')	1	114.187633	0.0	0.0	1620	6935	4.28086419753	1.0	19	29	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.209', '54.148.190.222', '443', 'tcp')	1	60.862678	0.0	0.0	5907	3219	0.544946673438	1.0	12	15	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.205', '159.122.87.153', '443', 'tcp')	2	108.055664	106.620134	0.0	3035	13959	4.59934102142	1.0	35	53	-1	-1	0	-1	0.5	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.209', '35.157.42.148', '443', 'tcp')	2	33.585487	28.125752	0.5	1338	6749	5.04409566517	1.0	17	27	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.178', '54.231.40.11', '443', 'tcp')	1	7.320135	0.0	0.0	829	445366	537.232810615	1.0	63	206	-1	-1	0	-1	1.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.178', '37.157.4.14', '443', 'tcp')	4	263.0144795	103.724346033	0.25	11233	37916	3.37541173329	1.0	73	137	9825.15140796	19.1132929325	0	-1	0.25	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.186', '52.239.140.4', '443', 'tcp')	3	30.2683403333	0.0237475296446	0.666666666667	535594	12312	0.0229875614738	1.0	158	47	1067.97158217	0.0	0	2048.0	0.333333333333	674.0	0.0	0	1	1.0	0.558206665583	2.0	0.333333333333	1.0	0.0	1	1	1	NORMAL
('147.32.83.37', '54.201.188.11', '443', 'tcp')	1	61.748203	0.0	0.0	26867	3507	0.130531879257	1.0	21	17	-1	-1	0	-1	1.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.206', '104.96.94.180', '443', 'tcp')	2	80.6473585	80.5484975	0.0	1601	100622	62.8494690818	1.0	31	42	-1	-1	0	-1	0.5	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.146', '52.178.178.16', '443', 'tcp')	54	60.0458408704	14.9621458292	0.0740740740741	112352	311331	2.77103211336	1.0	334	683	1990.40468976	2267.05597096	0	2048.0	0.185185185185	454.0	0.0	0	1	-1	0.417830062353	2.0	0.185185185185	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.186', '104.103.104.238', '443', 'tcp')	3	20.3101636667	14.1927357385	0.333333333333	3476	16830	4.8417721519	1.0	22	25	113.131342173	0.0	0	-1	0.666666666667	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.178', '54.192.44.117', '443', 'tcp')	1	221.906937	0.0	0.0	1586	6421	4.04854981084	1.0	16	28	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.102', '52.212.215.35', '443', 'tcp')	1	64.608806	0.0	0.0	1702	5468	3.21269095182	1.0	9	13	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.209', '137.205.28.42', '443', 'tcp')	3	5.99213733333	0.82957354596	0.666666666667	2316	1729285	746.668825561	1.0	358	550	4602.13207221	0.0	0	-1	0.333333333333	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.178', '35.156.104.69', '443', 'tcp')	2	88.927418	28.835736	0.5	120350	10752	0.0893394266722	1.0	71	131	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.178', '17.188.165.201', '5223', 'tcp')	2	1.156209	0.033156	0.0	1858	3858	2.0764262648	1.0	16	21	-1	-1	1	-1	1.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.139', '216.58.201.70', '443', 'tcp')	39	320.372685667	375.44223772	0.102564102564	91048	158774	1.74384939812	1.0	1997	1438	6024.82123809	18600.9310789	0	2048.0	1.0	84.0	0.0	0	1	13.0	0.098158596965	3.0	0.384615384615	1.0	0.0	1	1	1	NORMAL
('147.32.83.186', '34.209.201.65', '443', 'tcp')	1	116.637762	0.0	0.0	1190	10038	8.43529411765	1.0	18	22	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.154', '40.77.226.250', '443', 'tcp')	1	414.916605	0.0	0.0	10974	6992	0.637142336432	1.0	17	28	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.139', '52.4.194.56', '443', 'tcp')	1	60.846934	0.0	0.0	2021	6325	3.12963879268	1.0	14	18	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.37', '74.125.206.157', '443', 'tcp')	4	129.13155225	44.2870657581	0.5	2554	16450	6.4408770556	1.0	30	38	360.51093626	4.76837158203e-07	0	2048.0	1.0	83.0	0.0	0	1	10.0	0.0977315334422	3.0	1.0	1.0	0.0	1	1	1	NORMAL
('10.0.2.110', '195.113.214.226', '443', 'tcp')	353	0.189450864023	0.488527744139	0.0056657223796	286283	6161109	21.5210438622	1.0	6893	3936	507.40902314	2694.2004416	0	2048.0	1.0	119.0	0.0	353	1	2.0	-134.210727378	3.0	1.0	1.0	0.0	1	1	1	MALWARE
('147.32.83.209', '23.23.118.160', '443', 'tcp')	1	60.620405	0.0	0.0	958	3210	3.35073068894	1.0	12	14	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.139', '109.199.106.75', '443', 'tcp')	1	181.123752	0.0	0.0	1360	15520	11.4117647059	1.0	16	31	-1	-1	0	-1	1.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.178', '17.142.171.8', '443', 'tcp')	1	0.750583	0.0	0.0	1599	6616	4.13758599124	1.0	14	18	-1	-1	0	2048.0	1.0	730.0	0.0	0	1	1.0	0.19240429052	3.0	1.0	1.0	0.0	1	1	1	NORMAL
('147.32.83.186', '46.163.100.216', '443', 'tcp')	1	15.134271	0.0	0.0	707	5145	7.27722772277	1.0	8	11	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.69', '34.197.126.3', '443', 'tcp')	2	0.788649	0.063947	0.5	33045	9425	0.285217128159	1.0	22	16	-1	-1	0	-1	0.5	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.37', '54.175.115.136', '443', 'tcp')	19	213.982652947	28.6778053112	0.105263157895	20700	77409	3.73956521739	1.0	262	300	8211.73192877	5371.37088436	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.209', '54.186.39.123', '443', 'tcp')	1	61.240579	0.0	0.0	5380	3219	0.598327137546	1.0	13	14	-1	-1	0	-1	1.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.139', '52.34.207.101', '443', 'tcp')	2	15244.5430585	10744.0090635	0.0	5736	7633	1.33071827057	1.0	247	168	-1	-1	1	-1	1.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.178', '62.67.193.61', '443', 'tcp')	2	49.733561	8.690892	0.0	22732	33045	1.45367763505	1.0	64	74	-1	-1	0	2048.0	1.0	1144.0	0.0	0	1	2.0	0.479722560697	2.0	1.0	1.0	0.0	1	1	1	NORMAL
('147.32.83.154', '8.40.222.130', '443', 'tcp')	3	50.9830476667	26.9011438167	0.666666666667	17768	50186	2.82451598379	1.0	33	71	1.32502174377	0.0	0	-1	0.666666666667	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.178', '17.188.166.13', '5223', 'tcp')	10	16.2625443	47.3800534343	0.1	2868	4388	1.529986053	0.2	26	40	0.0762935876846	0.200582209216	9	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.205', '104.16.16.35', '443', 'tcp')	3	202.564859333	174.371434424	0.666666666667	4568	308074	67.4417688266	1.0	95	168	1695.4399991	0.0	0	-1	0.666666666667	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.209', '195.168.10.171', '443', 'tcp')	15	2.95232573333	2.53703896783	0.533333333333	8791	51899	5.90365146172	1.0	99	147	13088.4305964	28710.2120795	0	2048.0	0.733333333333	90.0	0.0	0	1	10.0	0.600768711098	2.0	0.266666666667	1.0	0.0	1	1	1	NORMAL
('147.32.83.196', '216.58.201.68', '443', 'tcp')	2	0.822749	0.498084	0.0	3492	2613	0.748281786942	1.0	28	28	-1	-1	0	-1	1.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.69', '52.4.194.56', '443', 'tcp')	14	80.3555546429	19.51678627	0.142857142857	51096	151942	2.97365742915	1.0	147	205	14406.0914762	21686.1169786	0	2048.0	0.214285714286	396.0	0.0	0	1	11.0	0.269045674828	4.0	0.0714285714286	1.0	0.0	1	1	1	NORMAL
('147.32.83.139', '104.111.232.170', '443', 'tcp')	3	79.819665	52.8179113062	0.333333333333	6664	162223	24.3431872749	1.0	169	164	2.74291586876	0.0	0	-1	0.666666666667	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.205', '52.21.230.197', '443', 'tcp')	2	4.801547	0.799668	0.0	2489	7631	3.06588991563	1.0	16	25	-1	-1	0	-1	0.5	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.205', '95.172.94.40', '443', 'tcp')	1	0.150595	0.0	0.0	1722	3637	2.11207897793	1.0	7	10	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.206', '192.30.253.125', '443', 'tcp')	2	2814.837627	1.168289	0.0	4582	6335	1.38258402444	1.0	229	138	-1	-1	0	-1	0.5	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.154', '52.48.8.206', '443', 'tcp')	3	18659.4022983	3387.87462512	0.333333333333	372115	660823	1.77585692595	1.0	11845	11836	78704.1502867	0.0	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.196', '34.199.173.160', '443', 'tcp')	1	0.834543	0.0	0.0	25367	4713	0.185792565144	1.0	14	27	-1	-1	0	-1	0.0	-1	-1	-1	0	-1	-1	-1	0.0	1.0	0.0	-1	1	-1	NORMAL
('147.32.83.154', '130.211.38.145', '443', 'tcp')	4	395.11324375	104.233092968	0.5	16501	41579	2.5197866796	1.0	315	329	824.921702981	6.50871312618	0	2048.0	1.0	1187.0	0.0	0	1	2.0	0.59438303986	2.0	0.75	1.0	0.0	1	1	1	NORMAL
